date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:40:53	6387186/6387186	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jul%202021%2023:50:10%20GMT	https://cooperativapetroecuador.com/portal/wp-content/uploads/2021/07/personas.png	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/uploads/2021/07/personas.png	(from https://cooperativapetroecuador.com/portal/)
10:40:55	165963/165963	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Feb%202022%2015:41:03%20GMT	https://cooperativapetroecuador.com/portal/servicios/	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/servicios/index.html	(from https://cooperativapetroecuador.com/portal/)
10:40:55	14684518/14684518	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Sep%202021%2015:30:12%20GMT	https://cooperativapetroecuador.com/portal/wp-content/uploads/2021/09/d.png	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/uploads/2021/09/d.png	(from https://cooperativapetroecuador.com/portal/)
10:40:56	12238/12238	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jul%202021%2023:05:38%20GMT	https://cooperativapetroecuador.com/portal/wp-content/uploads/2021/07/logo_con_texto_blanco-01-300x70.png	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/uploads/2021/07/logo_con_texto_blanco-01-300x70.png	(from https://cooperativapetroecuador.com/portal/)
10:40:57	154217/154217	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Feb%202022%2015:41:05%20GMT	https://cooperativapetroecuador.com/portal/servicios-no-financieros/	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/servicios-no-financieros/index.html	(from https://cooperativapetroecuador.com/portal/)
10:40:58	59166/59166	---M-Z	200	added ('OK')	text/css	date:Sun,%2011%20Jul%202021%2023:31:48%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/brave-popup-builder/assets/css/frontend.min.css?ver=5.9	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/brave-popup-builder/assets/css/frontend.min271b.css	(from https://cooperativapetroecuador.com/portal/)
10:40:58	16644566/16644566	---M--	200	added ('OK')	image/gif	date:Mon,%2012%20Jul%202021%2000:00:07%20GMT	https://cooperativapetroecuador.com/portal/wp-content/uploads/2021/07/Untitled-1.gif	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/uploads/2021/07/Untitled-1.gif	(from https://cooperativapetroecuador.com/portal/)
10:40:58	140291/140291	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Feb%202022%2015:41:06%20GMT	https://cooperativapetroecuador.com/portal/ahorros-e-inversiones/	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/ahorros-e-inversiones/index.html	(from https://cooperativapetroecuador.com/portal/)
10:40:59	152740/152740	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Feb%202022%2015:41:07%20GMT	https://cooperativapetroecuador.com/portal/seguros-de-vida/	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/seguros-de-vida/index.html	(from https://cooperativapetroecuador.com/portal/)
10:40:59	18468/18468	---M-Z	200	added ('OK')	text/css	date:Tue,%2020%20Jul%202021%2023:43:42%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.3.1	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/lib/animations/animations.min3d36.css	(from https://cooperativapetroecuador.com/portal/)
